track_id,name,album_id,media_type_id,genre_id,composer,milliseconds,bytes,unit_price
44,YouLearn,6,1,1,Alanis Morissette & Glenn Ballard,239699,7824837,0.99
45,HeadOverFeet,6,1,1,Alanis Morissette & Glenn Ballard,267493,8758008,0.99
46,MaryJane,6,1,1,Alanis Morissette & Glenn Ballard,280607,9163588,0.99
47,Ironic,6,1,1,Alanis Morissette & Glenn Ballard,229825,7598866,0.99
48,NotTheDoctor,6,1,1,Alanis Morissette & Glenn Ballard,227631,7604601,0.99
49,WakeUp,6,1,1,Alanis Morissette & Glenn Ballard,293485,9703359,0.99
50,YouOughtaKnowAlternate,6,1,1,Alanis Morissette & Glenn Ballard,491885,16008629,0.99
51,WeDieYoung,7,1,1,Jerry Cantrell,152084,4925362,0.99
52,ManInTheBox,7,1,1,"Jerry Cantrell, Layne Staley",286641,9310272,0.99
53,SeaOfSorrow,7,1,1,Jerry Cantrell,349831,11316328,0.99
54,BleedTheFreak,7,1,1,Jerry Cantrell,241946,7847716,0.99
55,ICantRemember,7,1,1,"Jerry Cantrell, Layne Staley",222955,7302550,0.99
56,LoveHateLove,7,1,1,"Jerry Cantrell, Layne Staley",387134,12575396,0.99
57,ItAintLikeThat,7,1,1,"Jerry Cantrell, Michael Starr, Sean Kinney",277577,8993793,0.99
58,Sunshine,7,1,1,Jerry Cantrell,284969,9216057,0.99
59,PutYouDown,7,1,1,Jerry Cantrell,196231,6420530,0.99
60,Confusion,7,1,1,"Jerry Cantrell, Michael Starr, Layne Staley",344163,11183647,0.99
61,IKnowSomethinBoutYou,7,1,1,Jerry Cantrell,261955,8497788,0.99
62,RealThing,7,1,1,"Jerry Cantrell, Layne Staley",243879,7937731,0.99
63,Desafinado,8,1,2,,185338,5990473,0.99
64,GarotaDeIpanema,8,1,2,,285048,9348428,0.99
65,SambaDeUmaNotaSOneNoteSamba,8,1,2,,137273,4535401,0.99
66,PorCausaDeVoc,8,1,2,,169900,5536496,0.99
67,Ligia,8,1,2,,251977,8226934,0.99
68,Fotografia,8,1,2,,129227,4198774,0.99
69,DindiDindi,8,1,2,,253178,8149148,0.99
70,SeTodosFossemIguaisAVocInstrumental,8,1,2,,134948,4393377,0.99
71,FalandoDeAmor,8,1,2,,219663,7121735,0.99
72,Angela,8,1,2,,169508,5574957,0.99
73,CorcovadoQuietNightsOfQuietStars,8,1,2,,205662,6687994,0.99
74,OutraVez,8,1,2,,126511,4110053,0.99
75,OBotoBto,8,1,2,,366837,12089673,0.99
76,CantaCantaMais,8,1,2,,271856,8719426,0.99
77,EnterSandman,9,1,3,Apocalyptica,221701,7286305,0.99
78,MasterOfPuppets,9,1,3,Apocalyptica,436453,14375310,0.99
79,HarvesterOfSorrow,9,1,3,Apocalyptica,374543,12372536,0.99
80,TheUnforgiven,9,1,3,Apocalyptica,322925,10422447,0.99
81,SadButTrue,9,1,3,Apocalyptica,288208,9405526,0.99
82,CreepingDeath,9,1,3,Apocalyptica,308035,10110980,0.99
83,WhereverIMayRoam,9,1,3,Apocalyptica,369345,12033110,0.99
84,WelcomeHomeSanitarium,9,1,3,Apocalyptica,350197,11406431,0.99
85,Cochise,10,1,1,Audioslave/Chris Cornell,222380,5339931,0.99
86,ShowMeHowtoLive,10,1,1,Audioslave/Chris Cornell,277890,6672176,0.99
87,Gasoline,10,1,1,Audioslave/Chris Cornell,279457,6709793,0.99
88,WhatYouAre,10,1,1,Audioslave/Chris Cornell,249391,5988186,0.99
89,LikeaStone,10,1,1,Audioslave/Chris Cornell,294034,7059624,0.99
90,SetItOff,10,1,1,Audioslave/Chris Cornell,263262,6321091,0.99
91,ShadowontheSun,10,1,1,Audioslave/Chris Cornell,343457,8245793,0.99
92,IamtheHighway,10,1,1,Audioslave/Chris Cornell,334942,8041411,0.99
93,Exploder,10,1,1,Audioslave/Chris Cornell,206053,4948095,0.99
94,Hypnotize,10,1,1,Audioslave/Chris Cornell,206628,4961887,0.99
95,BringemBackAlive,10,1,1,Audioslave/Chris Cornell,329534,7911634,0.99
96,LightMyWay,10,1,1,Audioslave/Chris Cornell,303595,7289084,0.99
97,GetawayCar,10,1,1,Audioslave/Chris Cornell,299598,7193162,0.99
98,TheLastRemainingLight,10,1,1,Audioslave/Chris Cornell,317492,7622615,0.99
99,YourTimeHasCome,11,1,4,"Cornell, Commerford, Morello, Wilk",255529,8273592,0.99
100,OutOfExile,11,1,4,"Cornell, Commerford, Morello, Wilk",291291,9506571,0.99
101,BeYourself,11,1,4,"Cornell, Commerford, Morello, Wilk",279484,9106160,0.99
102,DoesntRemindMe,11,1,4,"Cornell, Commerford, Morello, Wilk",255869,8357387,0.99
103,DrownMeSlowly,11,1,4,"Cornell, Commerford, Morello, Wilk",233691,7609178,0.99
104,HeavensDead,11,1,4,"Cornell, Commerford, Morello, Wilk",276688,9006158,0.99
105,TheWorm,11,1,4,"Cornell, Commerford, Morello, Wilk",237714,7710800,0.99
106,ManOrAnimal,11,1,4,"Cornell, Commerford, Morello, Wilk",233195,7542942,0.99
107,YesterdayToTomorrow,11,1,4,"Cornell, Commerford, Morello, Wilk",273763,8944205,0.99
108,Dandelion,11,1,4,"Cornell, Commerford, Morello, Wilk",278125,9003592,0.99
109,1Zero,11,1,4,"Cornell, Commerford, Morello, Wilk",299102,9731988,0.99
110,TheCurse,11,1,4,"Cornell, Commerford, Morello, Wilk",309786,10029406,0.99
111,Money,12,1,5,"Berry Gordy, Jr./Janie Bradford",147591,2365897,0.99
112,LongTallSally,12,1,5,"Enotris Johnson/Little Richard/Robert ""Bumps"" Blackwell",106396,1707084,0.99
113,BadBoy,12,1,5,Larry Williams,116088,1862126,0.99
114,TwistAndShout,12,1,5,Bert Russell/Phil Medley,161123,2582553,0.99
115,PleaseMrPostman,12,1,5,Brian Holland/Freddie Gorman/Georgia Dobbins/Robert Bateman/William Garrett,137639,2206986,0.99
116,CMonEverybody,12,1,5,Eddie Cochran/Jerry Capehart,140199,2247846,0.99
117,RockNRollMusic,12,1,5,Chuck Berry,141923,2276788,0.99
118,SlowDown,12,1,5,Larry Williams,163265,2616981,0.99
119,Roadrunner,12,1,5,Bo Diddley,143595,2301989,0.99
120,Carol,12,1,5,Chuck Berry,143830,2306019,0.99
121,GoodGollyMissMolly,12,1,5,Little Richard,106266,1704918,0.99
122,20FlightRock,12,1,5,Ned Fairchild,107807,1299960,0.99
123,Quadrant,13,1,2,Billy Cobham,261851,8538199,0.99
124,SnoopyssearchRedbaron,13,1,2,Billy Cobham,456071,15075616,0.99
125,SpanishmossAsoundportraitSpanishmoss,13,1,2,Billy Cobham,248084,8217867,0.99
126,Moongerms,13,1,2,Billy Cobham,294060,9714812,0.99
127,Stratus,13,1,2,Billy Cobham,582086,19115680,0.99
128,Thepleasantpheasant,13,1,2,Billy Cobham,318066,10630578,0.99
129,SoloPanhandler,13,1,2,Billy Cobham,246151,8230661,0.99
130,Dowhatchawanna,13,1,2,George Duke,274155,9018565,0.99
131,IntroLowDown,14,1,3,,323683,10642901,0.99
132,13YearsOfGrief,14,1,3,,246987,8137421,0.99
133,StrongerThanDeath,14,1,3,,300747,9869647,0.99
134,AllForYou,14,1,3,,235833,7726948,0.99
135,SuperTerrorizer,14,1,3,,319373,10513905,0.99
136,PhoneySmileFakeHellos,14,1,3,,273606,9011701,0.99
137,LostMyBetterHalf,14,1,3,,284081,9355309,0.99
138,BoredToTears,14,1,3,,247327,8130090,0.99
139,ANDROTAZ,14,1,3,,266266,8574746,0.99
140,BornToBooze,14,1,3,,282122,9257358,0.99
141,WorldOfTrouble,14,1,3,,359157,11820932,0.99
142,NoMoreTears,14,1,3,,555075,18041629,0.99
143,TheBeginingAtLast,14,1,3,,365662,11965109,0.99
144,HeartOfGold,15,1,3,,194873,6417460,0.99
145,Snowblind,15,1,3,,420022,13842549,0.99
146,LikeABird,15,1,3,,276532,9115657,0.99
147,BloodInTheWall,15,1,3,,284368,9359475,0.99
148,TheBeginningAtLast,15,1,3,,271960,8975814,0.99
149,BlackSabbath,16,1,3,,382066,12440200,0.99
150,TheWizard,16,1,3,,264829,8646737,0.99
151,BehindTheWallOfSleep,16,1,3,,217573,7169049,0.99
152,NIB,16,1,3,,368770,12029390,0.99
153,EvilWoman,16,1,3,,204930,6655170,0.99
154,SleepingVillage,16,1,3,,644571,21128525,0.99
155,Warning,16,1,3,,212062,6893363,0.99
156,WheelsOfConfusionTheStraightener,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",494524,16065830,0.99
157,TomorrowsDream,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",192496,6252071,0.99
158,Changes,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",286275,9175517,0.99
159,FX,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",103157,3331776,0.99
160,Supernaut,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",285779,9245971,0.99
161,Snowblind,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",331676,10813386,0.99
162,Cornucopia,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",234814,7653880,0.99
163,LagunaSunrise,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",173087,5671374,0.99
164,StVitusDance,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",149655,4884969,0.99
165,UnderTheSunEveryDayComesandGoes,17,1,3,"Tony Iommi, Bill Ward, Geezer Butler, Ozzy Osbourne",350458,11360486,0.99
166,SmokedPork,18,1,4,,47333,1549074,0.99
167,BodyCountsInTheHouse,18,1,4,,204251,6715413,0.99
168,NowSports,18,1,4,,4884,161266,0.99
169,BodyCount,18,1,4,,317936,10489139,0.99
170,AStatistic,18,1,4,,6373,211997,0.99
171,BowelsOfTheDevil,18,1,4,,223216,7324125,0.99
172,TheRealProblem,18,1,4,,11650,387360,0.99
173,KKKBitch,18,1,4,,173008,5709631,0.99
174,DNote,18,1,4,,95738,3067064,0.99
175,Voodoo,18,1,4,,300721,9875962,0.99
176,TheWinnerLoses,18,1,4,,392254,12843821,0.99
177,ThereGoesTheNeighborhood,18,1,4,,350171,11443471,0.99
178,Oprah,18,1,4,,6635,224313,0.99
179,EvilDick,18,1,4,,239020,7828873,0.99
180,BodyCountAnthem,18,1,4,,166426,5463690,0.99
181,MommasGottaDieTonight,18,1,4,,371539,12122946,0.99
182,FreedomOfSpeech,18,1,4,,281234,9337917,0.99
183,KingInCrimson,19,1,3,Roy Z,283167,9218499,0.99
184,ChemicalWedding,19,1,3,Roy Z,246177,8022764,0.99
185,TheTower,19,1,3,Roy Z,285257,9435693,0.99
186,KillingFloor,19,1,3,Adrian Smith,269557,8854240,0.99
187,BookOfThel,19,1,3,Eddie Casillas/Roy Z,494393,16034404,0.99
188,GatesOfUrizen,19,1,3,Roy Z,265351,8627004,0.99
189,Jerusalem,19,1,3,Roy Z,402390,13194463,0.99
190,TrupetsOfJericho,19,1,3,Roy Z,359131,11820908,0.99
191,MachineMen,19,1,3,Adrian Smith,341655,11138147,0.99
192,TheAlchemist,19,1,3,Roy Z,509413,16545657,0.99
193,Realword,19,1,3,Roy Z,237531,7802095,0.99
194,FirstTimeIMetTheBlues,20,1,6,Eurreal Montgomery,140434,4604995,0.99
195,LetMeLoveYouBaby,20,1,6,Willie Dixon,175386,5716994,0.99
196,StoneCrazy,20,1,6,Buddy Guy,433397,14184984,0.99
197,PrettyBaby,20,1,6,Willie Dixon,237662,7848282,0.99
198,WhenMyLeftEyeJumps,20,1,6,Al Perkins/Willie Dixon,235311,7685363,0.99
199,LeaveMyGirlAlone,20,1,6,Buddy Guy,204721,6859518,0.99
200,SheSuitsMeToATee,20,1,6,Buddy Guy,136803,4456321,0.99
201,KeepItToMyselfAkaKeepItToYourself,20,1,6,Sonny Boy Williamson [i],166060,5487056,0.99
202,MyTimeAfterAwhile,20,1,6,Robert Geddins/Ron Badger/Sheldon Feinberg,182491,6022698,0.99
203,TooManyWaysAlternate,20,1,6,Willie Dixon,135053,4459946,0.99
204,TalkinBoutWomenObviously,20,1,6,Amos Blakemore/Buddy Guy,589531,19161377,0.99
205,JorgeDaCapadcia,21,1,7,Jorge Ben,177397,5842196,0.99
206,PrendaMinha,21,1,7,Tradicional,99369,3225364,0.99
207,Meditao,21,1,7,Tom Jobim - Newton Mendoça,148793,4865597,0.99
208,Terra,21,1,7,Caetano Veloso,482429,15889054,0.99
209,EclipseOculto,21,1,7,Caetano Veloso,221936,7382703,0.99
210,TextoVerdadeTropical,21,1,7,Caetano Veloso,84088,2752161,0.99
211,BemDevagar,21,1,7,Gilberto Gil,133172,4333651,0.99
212,Dro,21,1,7,Gilberto Gil,156264,5065932,0.99
213,Saudosismo,21,1,7,Caetano Veloso,144326,4726981,0.99
214,Carolina,21,1,7,Chico Buarque,181812,5924159,0.99
215,Sozinho,21,1,7,Peninha,190589,6253200,0.99
216,EsseCara,21,1,7,Caetano Veloso,223111,7217126,0.99
217,Mel,21,1,7,Caetano Veloso - Waly Salomão,294765,9854062,0.99
218,LinhaDoEquador,21,1,7,Caetano Veloso - Djavan,299337,10003747,0.99
219,Odara,21,1,7,Caetano Veloso,141270,4704104,0.99
220,ALuzDeTieta,21,1,7,Caetano Veloso,251742,8507446,0.99
221,AtrsDaVerdERosaSNoVaiQuemJMorreu,21,1,7,David Corrêa - Paulinho Carvalho - Carlos Sena - Bira do Ponto,307252,10364247,0.99
222,VidaBoa,21,1,7,Fausto Nilo - Armandinho,281730,9411272,0.99
223,SozinhoHitmakersClassicMix,22,1,7,,436636,14462072,0.99
224,SozinhoHitmakersClassicRadioEdit,22,1,7,,195004,6455134,0.99
225,SozinhoCadrumnBass,22,1,7,,328071,10975007,0.99
226,Carolina,23,1,7,,163056,5375395,0.99
227,EssaMoaTaDiferente,23,1,7,,167235,5568574,0.99
228,VaiPassar,23,1,7,,369763,12359161,0.99
229,SambaDeOrly,23,1,7,,162429,5431854,0.99
230,ByeByeBrasil,23,1,7,,283402,9499590,0.99
231,AtrasDaPorta,23,1,7,,189675,6132843,0.99
232,Tatuagem,23,1,7,,172120,5645703,0.99
233,OQueSerFlorDaTerra,23,1,7,,167288,5574848,0.99
234,MorenaDeAngola,23,1,7,,186801,6373932,0.99
235,ApesarDeVoc,23,1,7,,234501,7886937,0.99
236,ABanda,23,1,7,,132493,4349539,0.99
237,MinhaHistoria,23,1,7,,182256,6029673,0.99
238,ComAcarEComAfeto,23,1,7,,175386,5846442,0.99
239,BrejoDaCruz,23,1,7,,214099,7270749,0.99
240,MeuCaroAmigo,23,1,7,,260257,8778172,0.99
241,GeniEOZepelim,23,1,7,,317570,10342226,0.99
242,TrocandoEmMidos,23,1,7,,169717,5461468,0.99
243,VaiTrabalharVagabundo,23,1,7,,139154,4693941,0.99
244,GotaDgua,23,1,7,,153208,5074189,0.99
245,ConstruoDeusLhePague,23,1,7,,383059,12675305,0.99
246,MateusEnter,24,1,7,Chico Science,33149,1103013,0.99
247,OCidadoDoMundo,24,1,7,Chico Science,200933,6724966,0.99
248,Etnia,24,1,7,Chico Science,152555,5061413,0.99
249,QuilomboGroove[instrumental],24,1,7,Chico Science,151823,5042447,0.99
250,Mac,24,1,7,Chico Science,249600,8253934,0.99
251,UmPasseioNoMundoLivre,24,1,7,Chico Science,240091,7984291,0.99
252,SambaDoLado,24,1,7,Chico Science,227317,7541688,0.99
253,MaracatuAtmico,24,1,7,Chico Science,284264,9670057,0.99
254,OEncontroDeIsaacAsimovComSantosDumontNoCu,24,1,7,Chico Science,99108,3240816,0.99
255,CorpoDeLama,24,1,7,Chico Science,232672,7714954,0.99
256,Sobremesa,24,1,7,Chico Science,240091,7960868,0.99
257,Manguetown,24,1,7,Chico Science,194560,6475159,0.99
258,UmSatliteNaCabea,24,1,7,Chico Science,126615,4272821,0.99
259,BaioAmbiental[instrumental],24,1,7,Chico Science,152659,5198539,0.99
260,SangueDeBairro,24,1,7,Chico Science,132231,4415557,0.99
261,EnquantoOMundoExplode,24,1,7,Chico Science,88764,2968650,0.99
262,InterludeZumbi,24,1,7,Chico Science,71627,2408550,0.99
263,CrianaDeDomingo,24,1,7,Chico Science,208222,6984813,0.99
264,AmorDeMuito,24,1,7,Chico Science,175333,5881293,0.99
265,Samidarish[instrumental],24,1,7,Chico Science,272431,8911641,0.99
266,MaracatuAtmico[AtomicVersion],24,1,7,Chico Science,273084,9019677,0.99
267,MaracatuAtmico[RaggaMix],24,1,7,Chico Science,210155,6986421,0.99
268,MaracatuAtmico[TripHop],24,1,7,Chico Science,221492,7380787,0.99
269,BanditismoPorUmaQuesta,25,1,7,,307095,10251097,0.99
270,BanditismoPorUmaQuesta,25,1,7,,243644,8147224,0.99
271,RiosPontesOverdrives,25,1,7,,286720,9659152,0.99
272,Cidade,25,1,7,,216346,7241817,0.99
273,Praiera,25,1,7,,183640,6172781,0.99
274,SambaMakossa,25,1,7,,271856,9095410,0.99
275,DaLamaAoCaos,25,1,7,,251559,8378065,0.99
276,MaracatuDeTiroCerteiro,25,1,7,,88868,2901397,0.99
277,SalustianoSong,25,1,7,,215405,7183969,0.99
278,AnteneSe,25,1,7,,248372,8253618,0.99
279,Risoflora,25,1,7,,105586,3536938,0.99
280,LixoDoMangue,25,1,7,,193253,6534200,0.99
281,ComputadoresFazemArte,25,1,7,,404323,13702771,0.99
282,Girassol,26,1,8,Bino Farias/Da Gama/Lazão/Pedro Luis/Toni Garrido,249808,8327676,0.99
283,ASombraDaMaldade,26,1,8,Da Gama/Toni Garrido,230922,7697230,0.99
284,JohnnyBGoode,26,1,8,Chuck Berry,254615,8505985,0.99
285,SoldadoDaPaz,26,1,8,Herbert Vianna,194220,6455080,0.99
286,Firmamento,26,1,8,Bino Farias/Da Gama/Henry Lawes/Lazão/Toni Garrido/Winston Foser-Vers,222145,7402658,0.99
287,Extra,26,1,8,Gilberto Gil,304352,10078050,0.99
288,OEr,26,1,8,Bernardo Vilhena/Bino Farias/Da Gama/Lazão/Toni Garrido,236382,7866924,0.99
289,PodesCrer,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,232280,7747747,0.99
290,AEstrada,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,248842,8275673,0.99
291,Berlim,26,1,8,Da Gama/Toni Garrido,207542,6920424,0.99
292,JFoi,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,221544,7388466,0.99
293,OndeVocMora,26,1,8,Marisa Monte/Nando Reis,256026,8502588,0.99
294,Pensamento,26,1,8,Bino Farias/Da Gamma/Lazão/Rás Bernard,173008,5748424,0.99
295,Conciliao,26,1,8,Da Gama/Lazão/Rás Bernardo,257619,8552474,0.99
296,RealidadeVirtual,26,1,8,Bino Farias/Da Gama/Lazão/Toni Garrido,195239,6503533,0.99
297,Mensagem,26,1,8,Bino Farias/Da Gama/Lazão/Rás Bernardo,225332,7488852,0.99
298,ACorDoSol,26,1,8,Bernardo Vilhena/Da Gama/Lazão,231392,7663348,0.99
299,OndeVocMora,27,1,8,Marisa Monte/Nando Reis,298396,10056970,0.99
300,OEr,27,1,8,Bernardo Vilhena/Bino/Da Gama/Lazao/Toni Garrido,206942,6950332,0.99
301,ASombraDaMaldade,27,1,8,Da Gama/Toni Garrido,285231,9544383,0.99
302,AEstrada,27,1,8,Da Gama/Lazao/Toni Garrido,282174,9344477,0.99
303,FalarAVerdade,27,1,8,Bino/Da Gama/Ras Bernardo,244950,8189093,0.99
304,Firmamento,27,1,8,Harry Lawes/Winston Foster-Vers,225488,7507866,0.99
305,Pensamento,27,1,8,Bino/Da Gama/Ras Bernardo,192391,6399761,0.99
306,RealidadeVirtual,27,1,8,Bino/Da Gamma/Lazao/Toni Garrido,240300,8069934,0.99
307,Doutor,27,1,8,Bino/Da Gama/Toni Garrido,178155,5950952,0.99
308,NaFrenteDaTV,27,1,8,Bino/Da Gama/Lazao/Ras Bernardo,289750,9633659,0.99
309,Downtown,27,1,8,Cidade Negra,239725,8024386,0.99
310,SbadoANoite,27,1,8,Lulu Santos,267363,8895073,0.99
311,ACorDoSol,27,1,8,Bernardo Vilhena/Da Gama/Lazao,273031,9142937,0.99
312,EuTambmQueroBeijar,27,1,8,Fausto Nilo/Moraes Moreira/Pepeu Gomes,211147,7029400,0.99
313,NoiteDoPrazer,28,1,7,,311353,10309980,0.99
314,Francesa,28,1,7,,244532,8150846,0.99
315,CadaUmCadaUmANamoradeira,28,1,7,,253492,8441034,0.99
316,LinhaDoEquador,28,1,7,,244715,8123466,0.99
317,AmorDemais,28,1,7,,254040,8420093,0.99
318,Frias,28,1,7,,264202,8731945,0.99
319,GostavaTantoDeVoc,28,1,7,,230452,7685326,0.99
320,FlorDoFuturo,28,1,7,,275748,9205941,0.99
321,FelicidadeUrgente,28,1,7,,266605,8873358,0.99
322,LivrePraViver,28,1,7,,214595,7111596,0.99
323,DigDigLambeLambeAoVivo,29,1,9,Cassiano Costa/Cintia Maviane/J.F./Lucas Costa,205479,6892516,0.99
324,Perer,29,1,9,Augusto Conceição/Chiclete Com Banana,198661,6643207,0.99
325,TriboTchan,29,1,9,Cal Adan/Paulo Levi,194194,6507950,0.99
326,TapaAquiDescobreAli,29,1,9,Paulo Levi/W. Rangel,188630,6327391,0.99
327,Daniela,29,1,9,Jorge Cardoso/Pierre Onasis,230791,7748006,0.99
328,BateLata,29,1,9,Fábio Nolasco/Gal Sales/Ivan Brasil,206733,7034985,0.99
329,GarotasdoBrasil,29,1,9,"Garay, Ricardo Engels/Luca Predabom/Ludwig, Carlos Henrique/Maurício Vieira",210155,6973625,0.99
330,LevadadoAmorAiloviu,29,1,9,Luiz Wanderley/Paulo Levi,190093,6457752,0.99
331,Lavadeira,29,1,9,"Do Vale, Valverde/Gal Oliveira/Luciano Pinto",214256,7254147,0.99
332,Reboladeira,29,1,9,Cal Adan/Ferrugem/Julinho Carioca/Tríona Ní Dhomhnaill,210599,7027525,0.99
333,queNessaEncarnaoEuNasciManga,29,1,9,Lucina/Luli,196519,6568081,0.99
334,ReggaeTchan,29,1,9,"Cal Adan/Del Rey, Tension/Edu Casanova",206654,6931328,0.99
335,MyLove,29,1,9,Jauperi/Zeu Góes,203493,6772813,0.99
336,LatinhadeCerveja,29,1,9,Adriano Bernandes/Edmar Neves,166687,5532564,0.99
337,YouShookMe,30,1,1,J B Lenoir/Willie Dixon,315951,10249958,0.99
338,ICantQuitYouBaby,30,1,1,Willie Dixon,263836,8581414,0.99
339,CommunicationBreakdown,30,1,1,Jimmy Page/John Bonham/John Paul Jones,192653,6287257,0.99
340,DazedandConfused,30,1,1,Jimmy Page,401920,13035765,0.99
341,TheGirlILoveSheGotLongBlackWavyHair,30,1,1,Jimmy Page/John Bonham/John Estes/John Paul Jones/Robert Plant,183327,5995686,0.99
342,WhatisandShouldNeverBe,30,1,1,Jimmy Page/Robert Plant,260675,8497116,0.99
343,CommunicationBreakdown2,30,1,1,Jimmy Page/John Bonham/John Paul Jones,161149,5261022,0.99
344,TravellingRiversideBlues,30,1,1,Jimmy Page/Robert Johnson/Robert Plant,312032,10232581,0.99
345,WholeLottaLove,30,1,1,Jimmy Page/John Bonham/John Paul Jones/Robert Plant/Willie Dixon,373394,12258175,0.99
346,SomethinElse,30,1,1,Bob Cochran/Sharon Sheeley,127869,4165650,0.99
347,CommunicationBreakdown3,30,1,1,Jimmy Page/John Bonham/John Paul Jones,185260,6041133,0.99
348,ICantQuitYouBaby2,30,1,1,Willie Dixon,380551,12377615,0.99
349,YouShookMe2,30,1,1,J B Lenoir/Willie Dixon,619467,20138673,0.99
